"URI","Capacity_G","Distance_K","Id","InService","Name","NotLive","Notes","OverLand","URL1","URL2","asWKT","coordX","coordY","crs","first","firstAndLast","geometry","lineStringMember","points","precise","rest"
"http://localhost:9091/projetwebsemantique/cables-shp/MultiLineString_9",,,,,,,,,,,"<http://data.ign.fr/id/ignf/crs/null> MULTILINESTRING ((11.460740945622206 -23.68228021015858, 12.805138048760796 -27.97850573540569, 14.527523937729939 -31.757070780600998, 15.50854526702858 -32.464700416531116, 16.38532598646674 -33.25380306402553, 17.55081060875744 -33.42266649017837, 18.161 -33.33996333333333), (14.523666666666667 -22.674, 12.941794640464174 -23.181704267185395, 11.460740945622206 -23.68228021015858), (13.368433330000073 -8.775949999999511, 13.306870424650015 -8.708109670684735, 13.004202984708343 -8.6376776249121, 12.279069617097832 -8.513973763877914, 10.949285525949904 -8.382456655962187, 10.467056130258982 -8.250939548046404), (10.467056130258982 -8.250939548046404, 9.99943974655855 -9.12772026748462, 9.63411444679275 -14.0669183203197, 9.385693242951845 -18.18778770167927, 9.798303305768115 -20.315337070744818, 10.189408902436924 -20.61354769212494, 11.460740945622206 -23.68228021015858), (9.92308651747885 -6.313166305243158, 10.467056130258982 -8.250939548046404), (9.92308651747885 -6.313166305243158, 11.166156604608034 -5.665358046405856, 11.815749459199708 -5.873560884416008, 12.402348142128346 -5.97378383709912), (9.92308651747885 -6.313166305243158, 8.894366209291547 -4.546416508414154, 7.7046357063763935 -2.3097231629336648, 7.015980033605672 -0.0185005027362308, 6.763394788122241 0.292382603616943, 6.932698898401611 0.2265839808642909, 7.896380605762886 0.5073603795522672, 8.012974195048571 0.6667842669428978), (8.012974195048571 0.6667842669428978, 9.420750000000055 0.4269166670000573), (8.124095024020846 1.7392073422706176, 8.012974195048571 0.6667842669428978), (9.808640276647907 1.8009676512867259, 9.568586485293679 1.9326575220446216, 8.124095024020846 1.7392073422706176), (7.6144541342555385 2.0902968136808795, 7.981327363671028 2.0209355253608123, 8.124095024020846 1.7392073422706176), (9.928011420097732 2.981845242347106, 8.042757115304994 2.824955399230987, 7.736401510804342 2.5572660360750774, 7.6144541342555385 2.0902968136808795), (0.3776566095635872 3.8305156202947614, 2.274562923411338 4.453934403822302), (2.9955396081779213 4.342099736548278, 3.4978676211188144 4.063203112054964, 4.5186563926200165 3.120936553746162, 5.78215018671591 2.3214376557871788, 6.7494916666666995 2.085663333333173, 7.6144541342555385 2.0902968136808795), (2.274562923411338 4.453934403822302, 2.9955396081779213 4.342099736548278), (-11.826122997138896 5.048799655279879, -10.912409970900057 3.935211904551295, -9.627501027751691 3.107159474522348, -8.326411749763679 3.083364864464045, -7.246136453116719 3.27848066694213, -5.851918010269287 3.4142082181060687, -5.561478060988861 3.6449176618399974, -3.8411277537736623 4.177916927145986, -3.9351066670000137 5.244604999999808, -3.51276213496908 4.006595734726204, -2.879825507418218 3.5211856895368214, -2.037496311354289 3.1880611487205783, -0.2552800179873884 3.478355391431876, 0.3776566095635872 3.8305156202947614), (-0.2044166669999186 5.541716666999662, 0.0778445228289684 4.487246857903926, 0.3776566095635872 3.8305156202947614), (-10.805454360564681 6.302193473208035, -11.826122997138896 5.048799655279879), (2.3885333330001117 6.348549999999648, 2.274562923411338 4.453934403822302), (3.5840901629597397 6.417108754659864, 3.6070610866763104 5.919682383413772, 3.464293426326492 5.643664906737456, 3.4506115255429677 4.988123399631206, 3.1133229279665215 4.711511057703433, 2.9955396081779213 4.342099736548278), (-14.717644011423829 6.871466785745895, -11.826122997138896 5.048799655279879), (-15.467302716591917 7.329670279137929, -14.717644011423829 6.871466785745895), (-13.282001813588693 8.490211125879853, -13.7182703889751 8.37528614143065, -14.717644011423829 6.871466785745895), (-13.651791935799451 9.550083196001253, -14.192734913537663 9.30803485571613, -15.467302716591917 7.329670279137929), (-16.55499491638085 13.551455733922182, -18.407712139265413 13.574408439169872), (-18.407712139265413 13.574408439169872, -18.486234352457814 11.275849107537795, -18.364881841160468 10.119431058704265, -18.407712139265413 9.812480588952155, -18.100761669513304 8.99870492495819, -17.60821324130643 8.741723136328517, -16.971945368347463 8.013608068544443, -15.472884934674369 7.333082220876975, -15.467302716591917 7.329670279137929), (-16.036021726365277 18.0706175471463, -18.165007116670722 18.27860284769622), (-18.165007116670722 18.27860284769622, -18.100761669513304 16.001458665116786, -17.879471795971085 14.72368810498591, -17.448545000000024 14.672613329999194, -18.30063639400305 14.231139676779037, -18.407712139265413 13.574408439169872), (-15.943383690893825 27.171124518685303, -16.777781350271653 26.064199258772987, -18.193560648740686 22.83289121285543, -18.243529329863122 21.890624654546627, -18.62186362979014 20.691376307608152, -18.165007116670722 18.27860284769622), (-16.53277284356568 28.019247075960266, -16.333615295849995 27.68508809594465, -15.943383690893825 27.171124518685303), (-6.033333000000027 35.46666700000014, -7.809434188563614 35.39930067684634, -10.56485003331511 35.78477335979085, -12.303093286528622 35.79812065557553), (-12.303093286528622 35.79812065557553, -12.306615489582896 35.78477335979085, -12.235231659407987 35.18514918632161, -12.10674076509315 34.08583820162801, -12.449383149932714 33.25778577159923, -12.121017531128132 32.68671513019996, -12.417974264655697 31.682582585739567, -15.077259884771593 28.579765434136846, -15.05346527471329 28.22760520527396, -15.177197247016466 27.5946685777231, -15.391348737541193 27.37099924317505, -15.653089448182527 27.30913325702346, -15.943383690893825 27.171124518685303), (-9.478696053476524 38.71147039689877, -10.55176299778304 38.36744033551905), (-10.842057240494334 38.64345781219536, -10.55176299778304 38.36744033551905, -11.765288110756483 38.00100334062118, -12.03535693491824 36.81270051430954, -12.303093286528622 35.79812065557553), (-4.34436666666667 47.8395, -6.12977266454805 47.46649922181379, -7.4218199907138915 46.54802727356332, -7.769221297565113 46.2244205767704, -8.935157190421949 45.543894729102995, -9.301594185319813 45.37257353668321, -10.80874478641271 44.12573596962819, -11.198976391368877 43.35003168172752, -10.951512446762527 42.79323780636324, -11.118074717170646 41.46549856511001, -10.78970909836607 41.0800258821655, -10.746878800261124 40.84207978158248, -10.604111139911307 40.5613033828945, -10.899164304634262 38.95754666496496, -10.842057240494334 38.64345781219536))",,,"http://data.ign.fr/id/ignf/crs/null",,,,"node1av9h88idx7499",,,
"http://localhost:9091/projetwebsemantique/cables-shp/MultiLineString_89",,,,,,,,,,,"<http://data.ign.fr/id/ignf/crs/null> MULTILINESTRING ((-6.033333 35.466667, -6.023938702111493 35.72180601212767, -5.781772717431037 35.92361099936138, -4.550762295305389 36.145596485318464, -1.806214468926894 36.448303966169036, 2.5729537540446747 37.80039738063491, 4.308476644254605 38.80942231680348, 4.9542526034024865 40.80729169041723, 4.893711107232373 42.40155108956357, 5.055155097019343 43.16841004105167, 5.3746910852560905 43.285362843241835))",,,"http://data.ign.fr/id/ignf/crs/null",,,,"node1av9h88idx14220",,,
"http://localhost:9091/projetwebsemantique/cables-shp/MultiLineString_88",,,,,,,,,,,"<http://data.ign.fr/id/ignf/crs/null> MULTILINESTRING ((151.2801367619669 -33.96772904607076, 153.15101700766286 -34.38327497236412, 155.93570874564705 -32.54537842529447, 159.83427717882512 -24.302690880860837, 162.61896891680942 -17.229573866380633, 166.57323118474721 -12.272822572768575, 180 1), (-158.23892801092467 21.650940627356704, -158.50144241435123 21.622489618804252, -159.944279083874 20.78528809451319, -180 1))",,,"http://data.ign.fr/id/ignf/crs/null",,,,"node1av9h88idx14211",,,
"http://localhost:9091/projetwebsemantique/cables-shp/MultiLineString_87",,,,,,,,,,,"<http://data.ign.fr/id/ignf/crs/null> MULTILINESTRING ((103.97 1.3463618108401545, 104.38802403128369 1.4115829472438577, 104.47417207053934 2.335716459259004, 104.388187190449 2.764335586388995), (103.85956908653793 2.435537932417674, 104.388187190449 2.764335586388995), (104.388187190449 2.764335586388995, 104.91725797698888 3.55794176619861, 105.52036776331403 4.577484500224671), (105.52036776331403 4.577484500224671, 106.08678287355042 5.534995758005152, 107.50692024794643 7.484203918941034, 108.59814131553799 9.292207452499497), (105.52036776331403 4.577484500224671, 103.18978312163688 7.98232885047031, 102.64156832637366 8.687176444380214, 100.73847982281711 12.415037052170192, 100.72281654295233 12.7674608491252, 100.93000000000006 13.173999999999978), (114.57658628993363 4.7439940471352315, 113.91129818899935 5.108116995304442, 111.4286683304502 9.227559599711128, 110.27741726039733 10.331820830170045, 109.40520520263823 10.659160670029792), (108.59814131553799 9.292207452499497, 107.24657260658478 10.089039992267715, 106.76247981989854 10.139732430691879), (108.59814131553799 9.292207452499497, 108.92705762234266 9.837176627499332, 109.40520520263823 10.659160670029792), (109.40520520263823 10.659160670029792, 110.16619709608062 11.967382689093597, 111.14080117654845 14.027974173511666, 111.5863344704768 14.97473242310906, 111.93440735635812 16.492330205552094, 112.36601773485108 19.97305906436617, 112.89508852139079 21.086892299186843, 113.58059495591908 21.708379156247588, 113.73257771835597 21.860361918684305, 113.9317906116906 22.158691442444237, 113.9380760323676 22.210837154727532, 113.929371 22.22528, 115.69113297714807 21.028039011873418, 116.52924138193487 20.1744518606817, 117.62915170132021 18.42016451583936, 117.93545584089577 17.863247898429165, 118.25568289590672 17.167102126666236, 118.75690785157599 16.958258395137364, 119.36951613072722 16.860797987090677, 120.03781607161955 16.679800086432294, 120.41666700000007 16.5, 120.13527647966646 16.860797987090677, 120.27450563401908 17.877170813864325, 120.62257851990034 18.726468655415033, 121.47187636145111 18.726468655415033, 122.58570959627173 18.712545739979703, 144.0005675817955 13.921104920268363, 144.81248904523852 13.553344182046999, 144.99940368094008 14.175291681878377, 146.32314120276453 15.003972894728008, 180 21), (-120.84921667329058 35.228182396916225, -129.429786253391 32.94963122027593, -158.24383588015704 22.72577607096173, -158.23892801092467 21.650940627356704, -159.21347991522657 22.643128106191227, -179.99999999999997 21))",,,"http://data.ign.fr/id/ignf/crs/null",,,,"node1av9h88idx14183",,,
"http://localhost:9091/projetwebsemantique/cables-shp/MultiLineString_86",,,,,,,,,,,"<http://data.ign.fr/id/ignf/crs/null> MULTILINESTRING ((146.70142193078857 -5.108941310588705, 146.20548928069672 -5.226745772670938, 145.78700256347668 -5.210000038146916), (146.70142193078857 -5.108941310588705, 149.48009490953757 -7.673870214049316, 151.6709716812435 -10.185363098687787, 153.8618484529494 -16.75799341380548, 155.4114929987901 -21.46036307014981, 155.7321091117227 -25.200884387696533, 155.30462096114604 -28.51391755466642, 154.2893366035263 -31.720078683992142, 152.68625603886323 -33.37659526747706, 151.2801367619669 -33.96772904607076), (144.690833 13.46083299999998, 144.47501855594396 13.383887156378137, 144.13649302732813 9.105039696088568, 144.29680108379432 3.8683098515233496, 145.36552146023632 -2.5974484259502333, 146.70142193078857 -5.108941310588705))",,,"http://data.ign.fr/id/ignf/crs/null",,,,"node1av9h88idx14039",,,
"http://localhost:9091/projetwebsemantique/cables-shp/MultiLineString_85",,,,,,,,,,,"<http://data.ign.fr/id/ignf/crs/null> MULTILINESTRING ((24.006144643749145 35.5213240050923, 23.84006685282189 35.718812320667084, 22.65197806901332 35.454792590931845, 18.889696920286173 34.574726825147714, 15.149417415703628 35.454792590931845, 14.2693516499195 35.78481725310089, 12.597226694929656 36.884899460331056, 11.431139555265688 37.302930699078516, 8.416914307455048 38.05098659999502, 7.272828811935682 38.93105236577915, 6.304756469573141 40.801192118070425, 5.4906956362228225 42.473317073060265, 5.3746910852560905 43.285362843241835))",,,"http://data.ign.fr/id/ignf/crs/null",,,,"node1av9h88idx13984",,,
"http://localhost:9091/projetwebsemantique/cables-shp/MultiLineString_84",,,,,,,,,,,"<http://data.ign.fr/id/ignf/crs/null> MULTILINESTRING ((-56.688757637474545 -36.44822425178211, -54.95 -34.9))",,,"http://data.ign.fr/id/ignf/crs/null",,,,"node1av9h88idx13979",,,
"http://localhost:9091/projetwebsemantique/cables-shp/MultiLineString_83",,,,,,,,,,,"<http://data.ign.fr/id/ignf/crs/null> MULTILINESTRING ((-38.47613404925016 -3.7501395349600557, -40.0754491127168 -0.981281059858361, -48.83978310123058 8.395055170277658), (-52.326899999999966 4.922700000000134, -48.83978310123058 8.395055170277658), (-48.83978310123058 8.395055170277658, -53.93575367891566 13.846870860765478), (-66.63161457338907 10.637616674291849, -66.28125955820349 11.468571642945506, -65.53941030316412 12.020645507160964, -64.19377832929729 12.76999858546128), (-61.63333299999988 10.683333000000005, -61.57946642361122 10.889541047078922, -59.76473924885636 11.035107397995148, -53.93575367891566 13.846870860765478), (-68.93588841572534 12.097815836573488, -68.05824730864686 12.76249476220039, -64.19377832929729 12.76999858546128), (-64.19377832929729 12.76999858546128, -59.17330855643024 12.779747070457063, -54.39187019683931 14.334837412220054), (-53.93575367891566 13.846870860765478, -54.39187019683931 14.334837412220054), (-54.39187019683931 14.334837412220054, -55.504868145891805 15.525554585646375, -58.44460472195135 16.64837063900245), (-61.09717846123209 14.557510158903938, -61.06513198370749 14.396072700259595, -60.78370370526949 14.347550583287557, -59.784148095645094 14.599865591542311, -58.44460472195135 16.64837063900245), (-58.44460472195135 16.64837063900245, -61.35950936006088 17.76170227161373, -64.88188914497016 17.731745447062963, -65.42614562497283 18.333523986338662, -65.74775067213795 18.65512903350367, -66.009888703738 18.454297969511742, -66.29483659125981 19.599218516403653, -69.03919966040161 21.70323020274577, -76.56332840829873 25.693991499122774, -80.11976405389072 26.021040445453764))",,,"http://data.ign.fr/id/ignf/crs/null",,,,"node1av9h88idx13958",,,
"http://localhost:9091/projetwebsemantique/cables-shp/MultiLineString_82",,,,,,,,,,,"<http://data.ign.fr/id/ignf/crs/null> MULTILINESTRING ((-64.96367433540414 18.37946973416165, -65.11887972190901 18.50479080583164, -65.19511202938517 18.337079729384087, -66.63161457338907 10.637616674291843, -66.39958248750851 11.003531750177414, -65.37806956732796 11.369446826062987, -64.09736680172846 11.582897286996237, -62.92338926659558 11.689622517462862, -58.39519020251158 9.860047138035005, -53.36385790908497 7.191916376369377, -42.46263793999397 0.3005157805244394, -40.35862625365192 -1.529059598903422, -38.476134049250135 -3.7501395349601276))",,,"http://data.ign.fr/id/ignf/crs/null",,,,"node1av9h88idx13859",,,
"http://localhost:9091/projetwebsemantique/cables-shp/MultiLineString_81",,,,,,,,,,,"<http://data.ign.fr/id/ignf/crs/null> MULTILINESTRING ((-80.391111 27.641944, -77.34177732186794 27.767016164185183, -68.6970336540713 23.04061310066321, -66.37957150679601 20.9975872603021, -65.19034751016791 19.488187572274118, -64.96367433540414 18.37946973416165))",,,"http://data.ign.fr/id/ignf/crs/null",,,,"node1av9h88idx13846",,,
"http://localhost:9091/projetwebsemantique/cables-shp/MultiLineString_80",,,,,,,,,,,"<http://data.ign.fr/id/ignf/crs/null> MULTILINESTRING ((-170.700556 -14.279444, -170.91665053095 -14.0213847502191, -171.4242316001875 -13.714475266494093, -171.76666699999998 -13.833333))",,,"http://data.ign.fr/id/ignf/crs/null",,,,"node1av9h88idx13837",,,
"http://localhost:9091/projetwebsemantique/cables-shp/MultiLineString_8",,,,,,,,,,,"<http://data.ign.fr/id/ignf/crs/null> MULTILINESTRING ((18.443134999999984 -33.708159999998486, 17.16661102234886 -34.02924153718081, 15.86973221788773 -34.06706511336957, 14.823910379760958 -33.81179953988736, 13.714525195657046 -33.16576200588406, 12.040192456457403 -31.689776864082205, 10.976101692551484 -30.48441508717912, 10.057626670197912 -29.03465920264851, 9.03511353478588 -26.84844644992538, 7.235463258150359 -21.85392197829028, 5.970112125501905 -16.755968071971537, 4.992555293284778 -9.355612856562157, 4.846624380419499 -6.887542764170767, 4.868923235612229 -2.6805972236222653, 4.525509836925808 -1.0645466372617083, 3.839380139748566 0.0017710854812206, 2.4882839377802077 0.8692210990560522, 1.7205402468890476 1.1039337301087921, 0.3852356602674257 0.8714076907559882, -3.6416209789901948 0.7415863521783348, -13.201803868332496 -0.456912769752296, -14.667715610291621 -0.4586759560293135, -16.092368562536343 -0.2232789590418685, -17.217615900403015 0.2045305609480106, -18.344443636701648 0.8894417469957336, -20.85739171793964 2.9429210734678395, -22.976640196059073 5.3058831811032405, -24.685314390721782 7.984104962861762, -26.041259442200634 11.145628796781043, -26.827932017232307 14.486207955775477, -27.133631736849264 17.845038704161126, -27.010079767068923 19.651884635362833, -26.741432628259393 20.93119906141914, -26.239600154175246 22.138760959866996, -25.494385252884822 23.21223397631544, -24.433393599366763 24.28781054078711, -23.203903854196714 25.238974763233394, -20.274034717553043 26.86254919987213, -18.882043143105598 27.390654731887413, -17.250386970539374 27.653414947639263, -16.532772843565674 28.019247075960255, -16.105227142602626 28.24228894675202, -15.991109569807394 30.03548871933054, -16.35311116620936 31.388542296276796, -16.9114036915252 32.636538377151936))",,,"http://data.ign.fr/id/ignf/crs/null",,,,"node1av9h88idx7074",,,
"http://localhost:9091/projetwebsemantique/cables-shp/MultiLineString_79",,,,,,,,,,,"<http://data.ign.fr/id/ignf/crs/null> MULTILINESTRING ((-158.23892801092467 21.65094062735666, -158.41057732637714 21.76882516221997, -159.0888311966247 21.379443776369154, -170.700556 -14.279444))",,,"http://data.ign.fr/id/ignf/crs/null",,,,"node1av9h88idx13828",,,
"http://localhost:9091/projetwebsemantique/cables-shp/MultiLineString_78",,,,,,,,,,,"<http://data.ign.fr/id/ignf/crs/null> MULTILINESTRING ((-69.88 12.4138, -69.89383747314007 12.312715892212637, -69.86528660435914 12.257335140947765, -69.48337165036395 12.094946105390752, -69.16761519233643 12.061866857406917, -68.93588841572549 12.09781583657347))",,,"http://data.ign.fr/id/ignf/crs/null",,,,"node1av9h88idx13815",,,
"http://localhost:9091/projetwebsemantique/cables-shp/MultiLineString_77",,,,,,,,,,,"<http://data.ign.fr/id/ignf/crs/null> MULTILINESTRING ((144.690833 13.46083299999998, 142.6692516181672 15.325477415160492, 139.69688044405166 24.242590937507146, 137.30055019515225 33.274912644896915, 137.1853420101089 34.42699449532921, 137.468086 34.678846, 137.6617165684936 34.31252063673247, 142.26233210362204 35.03893361596323, 180 42.000000000000114), (-179.99999999999997 43.00000000000006, -127.32526343680576 45.7559464362148, -123.92939652672106 45.613239609820766, -123.94472199999996 45.59777800000006), (180 43.00000000000006, 142.72239365713472 35.74113282921951, 140.050336 35.05943), (-123.94472199999996 45.59777800000006, -125.05176752526387 45.25687546586221, -179.99999999999997 42.000000000000114), (-123.94472199999996 45.59777800000006, -124.82837041471987 44.41768685223457, -125.60442455293986 42.18653120485237, -125.43466271020418 39.47034172108249, -123.78554766648688 36.29337009274468, -121.45738525182713 34.37748643901426, -118.39003906511323 33.85686936345644))",,,"http://data.ign.fr/id/ignf/crs/null",,,,"node1av9h88idx13800",,,
"http://localhost:9091/projetwebsemantique/cables-shp/MultiLineString_76",,,,,,,,,,,"<http://data.ign.fr/id/ignf/crs/null> MULTILINESTRING ((123.98319895070108 28.55170638431457, 123.09116037068657 26.62886766739456, 122.19912179067217 25.677359848712456, 121.39588256404284 25.184643035926058, 122.10248427783722 25.801254095936827, 122.71204397418046 26.60408881794973, 123.33647098019048 27.95701399763834, 123.69328641219636 29.26533724832626, 123.52974600586049 30.187110447674513, 123.30673636085669 30.796670144017696, 121.86684436695373 31.531777265297933, 122.31806026800746 31.703576033698994, 122.49646798401034 31.981099147481302, 122.41717566578677 32.3180914999312), (128.1908633315578 29.245410386960998, 123.98319895070108 28.55170638431457), (128.1908633315578 29.245410386960998, 131.48555244122213 28.90964589170858, 135.7875350366436 30.10580690604519, 141.34039111018762 31.602233598470264), (125.81634643392329 30.509097244676752, 125.0338221671625 29.641975759887714, 123.98319895070108 28.55170638431457), (125.81634643392329 30.509097244676752, 128.1908633315578 29.245410386960998), (141.34039111018762 31.602233598470264, 145.20992618466437 32.64502590139165, 180 39), (122.41717566578677 32.3180914999312, 125.81634643392329 30.509097244676752), (122.41717566578677 32.3180914999312, 121.20796781287834 34.28057637596294, 120.45469078975509 35.54925346753896, 120.34884296540292 36.03925332639881, 121.22779089243431 35.450138069759646, 123.32903732535715 34.34004561463064, 125.05364524671836 34.06252250084833, 126.14391462229185 34.00305326218057, 127.72976098676179 34.28057637596294, 128.44082508394405 34.597591006545194, 128.69843405444848 34.72916993375492, 128.640536 34.778, 128.7116192367625 34.73389055458338, 127.69011482765018 33.28942239816905, 127.29365323653235 32.417206897710514, 126.50073005429738 31.267468283469782, 125.81634643392329 30.509097244676752), (139.974752 35.005963, 140.90985783001463 33.51484382249242, 141.34039111018762 31.602233598470264), (-123.92939652672106 45.613239609820766, -131.07504056517195 41.47518950487745, -179.99999999999997 39))",,,"http://data.ign.fr/id/ignf/crs/null",,,,"node1av9h88idx13751",,,
"http://localhost:9091/projetwebsemantique/cables-shp/MultiLineString_75",,,,,,,,,,,"<http://data.ign.fr/id/ignf/crs/null> MULTILINESTRING ((-140.81859930672294 53.964032585021016, -130.6077473579254 47.18338871277274, -125.78427002940094 45.899830320028116, -123.92939652672106 45.613239609820766), (-134.77016666666663 58.394499999998686, -134.94220006969533 58.46284393476776, -135.0254812048994 58.444997977224034, -134.98978928981194 58.331973579447094, -134.9957379423265 58.207051876641, -135.10876234010345 58.16541130903897, -135.28722191554073 58.177308614068124, -135.54896262618206 58.24274379172846, -135.79285737927967 58.331973579447094, -135.97726560723152 58.25464109675761, -136.15572518266868 58.23679513921388, -136.38177397822255 58.23679513921388, -136.60187412126186 58.105924783893215, -137.41089086324416 57.475367617348184, -139.54645711597686 55.429031152334346, -140.81859930672294 53.964032585021016), (-146.34249999999997 61.124833333332106, -146.75356082455497 60.99177479050945, -147.25347304067645 60.53239599731671, -147.79391867972683 60.667507407079256, -148.18574176803833 60.775596534889246, -148.70733333333328 60.776999999998736, -148.25329747291966 60.72155197098425, -147.9965857943707 60.57292942024537, -147.79391867972683 60.0730172041238, -148.09116378120456 59.76226096166988, -147.90200780753693 58.66785854259285, -142.18936312868686 54.874305435544045, -140.81859930672294 53.964032585021016))",,,"http://data.ign.fr/id/ignf/crs/null",,,,"node1av9h88idx13615",,,
